"movie_id","movie_name","year","certificate","runtime","rating","director","star","votes","gross(in $)"
"tt2246837","Maattrraan","2012","Not Rated","165 min","6.1","K.V. Anand","Suriya#Kajal Aggarwal#Sachin Khedekar#Thara","6508","-"
"tt0381111","Crusade in Jeans","2006","PG","125 min","6.1","Ben Sombogaart","Johnny Flynn#Stephanie Leonidas#Emily Watson#Michael Culkin","3758","-"
"tt6406930","The Skeleton's Compass","2022","Not Rated","81 min","6","Sandra L. Martin","Luke Loveless#Caleb Baumann#Reagan Shumate#Abby Grace Flynt","76","-"
"tt1326238","Backlight","2010","-","90 min","6.1","Fernando Fragata","Joaquim de Almeida#Michelle Mania#Skyler Day#Scott Bailey","2237","-"
"tt3260022","Sapphire Blue","2014","-","116 min","6.2","Felix Fuchssteiner#Katharina Schöde","Josefine Preuß#Florian Bartholomäi#Karl Walter Sprungala#Peter Simonischek","4055","-"
"tt15692408","Zanox","2022","-","89 min","7.4","Gábor Benö Baranyi","Elõd Bálint#Lili Erdõs#András Hatházi#Kati Sólyom","695","-"
"tt15241706","Noah's Shark","2021","Not Rated","71 min","1.7","Mark Polonia","Jeff Kirkendall#Ryan Dalton#Jamie Morgan#Tim Hatch","285","-"
"tt0272557","Contagion","2002","PG-13","95 min","4","John Murlowski","Bruce Boxleitner#Megan Gallagher#Lin Shaye#Tom Wright","764","-"
"tt0087479","The Astral Factor","1978","PG","85 min","3.6","John Florea#Gene Fowler Jr.#Arthur C. Pierce","Robert Foxworth#Stefanie Powers#Sue Lyon#Mark Slade","824","-"
"tt18413900","Mutant Ghost Wargirl","2022","-","71 min","5.6","Zhenzhen Cui#Beige Liu#Na Shang","-","23","-"
"tt0072750","Bug","1975","PG","99 min","5.2","Jeannot Szwarc","Bradford Dillman#Joanna Miles#Richard Gilliland#Jamie Smith-Jackson","2509","3602023"
"tt2833580","Psychopath","2016","Not Rated","79 min","2.9","Jennifer Blanc-Biehn","Michael Biehn#Tia Carrere#Evie Thompson#Tristan DeVan","256","-"
"tt13254344","White Light","2007","-","59 min","-","Robbie Banfitch","Connie Renda#Burnadair Lipscomb-Hunt#Carina Banfitch","-","-"
"tt0043757","Lost Continent","1951","Passed","83 min","3.3","Sam Newfield","Cesar Romero#Hillary Brooke#Chick Chandler#John Hoyt","1595","-"
"tt8015080","Godzilla: City on the Edge of Battle","2018","TV-14","101 min","5.8","Hiroyuki Seshita#Kôbun Shizuno","Mamoru Miyano#Takahiro Sakurai#Kana Hanazawa#Tomokazu Sugita","5082","-"
"tt7280786","Tik Tik Tik","2018","Not Rated","130 min","5.8","Shakti Soundar Rajan","Jayam Ravi#Nivetha Pethuraj#Aaron Aziz#Ramesh Thilak","2904","-"
"tt1690483","King of Thorn","2009","TV-MA","120 min","6.3","Kazuyoshi Katayama","Kana Hanazawa#Toshiyuki Morikawa#Eri Sendai#Sayaka Ôhara","2759","-"
"tt0374639","Incident at Loch Ness","2004","PG-13","94 min","6.5","Zak Penn","Werner Herzog#Kitana Baker#Gabriel Beristain#Russell Williams II","4242","36830"
"tt8550514","Jesus Shows You the Way to the Highway","2019","Not Rated","83 min","5.6","Miguel Llansó","Daniel Tadesse#Agustín Mateo#Guillermo Llansó#Solomon Tashe","982","-"
"tt0204526","Dead Mountaineer's Hotel","1979","-","80 min","6.7","Grigori Kromanov","Uldis Pucitis#Jüri Järvet#Lembit Peterson#Mikk Mikiver","1476","-"
"tt0455856","When Worlds Collide","-","-","-","-","Stephen Sommers","-","-","-"
"tt2772092","Antisocial","2013","R","90 min","4.5","Cody Calahan","Michelle Mylett#Cody Ray Thompson#Adam Christie#Ana Alic","3438","-"
"tt19865716","Absolute Dominion","-","-","-","-","Lexi Alexander","Junes Zahdi#Patton Oswalt#Julie Ann Emery#Andy Allo","-","-"
"tt11347874","Invisible Woman","-","-","-","-","Elizabeth Banks","Elizabeth Banks","-","-"
"tt3402242","The Sinister Six","-","-","-","-","-","-","-","-"
"tt0945580","Odysseus: Voyage to the Underworld","2008","-","88 min","4.2","Terry Ingram","Arnold Vosloo#Steve Bacic#JR Bourne#Stefanie von Pfetten","807","-"
"tt10954646","Untitled Sony/Marvel Project","-","-","-","-","Olivia Wilde","-","-","-"
"tt1010055","Yattâman","2009","-","111 min","6","Takashi Miike#Eisuke Naitô#Hatsuki Yokoo","Shô Sakurai#Saki Fukuda#Kyôko Fukada#Kendô Kobayashi","1982","-"
"tt0075251","Spermula","1976","-","103 min","4","Charles Matton","Dayle Haddon#Udo Kier#François Dunoyer#Jocelyne Boisseau","477","-"
